colnp,full,start,end,Term in Months,district
13,"THIRU.V.THANGAVELU,I.A.S., ",1997-12-04T00:00:00Z,1999-04-05T00:00:00Z,16,Sivaganga
12,"TMT.M.P.NIRMALA,I.A.S., ",1997-01-06T00:00:00Z,1997-12-03T00:00:00Z,10,Sivaganga
11,"THIRU.D.M.NATARAJAN,(I/C) ",1996-12-31T00:00:00Z,1997-01-05T00:00:00Z,0,Sivaganga
10,"THIRU.K.SHANMUGAM,I.A.S., ",1995-10-13T00:00:00Z,1996-12-30T00:00:00Z,14,Sivaganga
9,"THIRU.V.SETHURAMALINGAM,B.A.,(I/C) ",1995-10-12T00:00:00Z,1995-10-12T00:00:00Z,0,Sivaganga
8,"THIRU.P.SIVAKUMAR,I.A.S., ",1995-04-14T00:00:00Z,1995-10-11T00:00:00Z,5,Sivaganga
7,"THIRU.M.THANGAVELU,I.A.S., ",1992-08-31T00:00:00Z,1995-04-14T00:00:00Z,31,Sivaganga
6,"TMT.QUDSIA GANDHI,I.A.S., ",1990-10-15T00:00:00Z,1992-08-30T00:00:00Z,22,Sivaganga
5,"THIRU.A.ILANGOVAN,I.A.S., ",1989-07-13T00:00:00Z,1990-10-15T00:00:00Z,15,Sivaganga
4,"THIRU.L.PAZHAMALAI,I.A.S., ",1988-07-28T00:00:00Z,1989-07-12T00:00:00Z,11,Sivaganga
3,"THIRU.K.S.JEYARAMAN,(I/C), ",1988-07-17T00:00:00Z,1988-07-28T00:00:00Z,0,Sivaganga
2,"THIRU.R.GOPALAN,I.A.S., ",1986-04-03T00:00:00Z,1988-07-17T00:00:00Z,27,Sivaganga
1,"THIRU.NARESH GUPTA,I.A.S., ",1985-03-15T00:00:00Z,1986-04-02T00:00:00Z,12,Sivaganga
1,CHARLES HARRIS ,1799-12-01T00:00:00Z,1804-05-01T00:00:00Z,53,Thanjavur
2,JOHN COTTON ,1804-05-01T00:00:00Z,1804-10-01T00:00:00Z,5,Thanjavur
3,J.WALLACE ,1804-10-01T00:00:00Z,1811-04-01T00:00:00Z,78,Thanjavur
4,J.COTTON ,1811-05-01T00:00:00Z,1814-02-01T00:00:00Z,33,Thanjavur
5,JAMES HAPBREW ,1814-02-01T00:00:00Z,1816-12-01T00:00:00Z,34,Thanjavur
6,J.THACKERAY ,1816-12-01T00:00:00Z,1817-09-01T00:00:00Z,9,Thanjavur
7,JAMES HAPBREW ,1817-09-01T00:00:00Z,1819-09-01T00:00:00Z,24,Thanjavur
8,G.M.OGILIVE ,1819-09-01T00:00:00Z,1820-02-01T00:00:00Z,5,Thanjavur
9,J.COTTON ,1820-02-01T00:00:00Z,1826-10-01T00:00:00Z,80,Thanjavur
10,A.S.CHAIR ,1826-10-01T00:00:00Z,1827-02-01T00:00:00Z,4,Thanjavur
11,A.D.CAMPBELL ,1827-02-01T00:00:00Z,1827-10-01T00:00:00Z,8,Thanjavur
12,R.NELSON ,1827-10-01T00:00:00Z,1827-12-01T00:00:00Z,2,Thanjavur
13,A.D.CAMPBELL ,1827-12-01T00:00:00Z,1828-01-01T00:00:00Z,1,Thanjavur
14,R.NELLSON ,1828-01-01T00:00:00Z,1828-02-01T00:00:00Z,1,Thanjavur
15,N.W.KINDERSLEY ,1828-02-01T00:00:00Z,1839-07-01T00:00:00Z,137,Thanjavur
16,S.SCOTT ,1839-07-01T00:00:00Z,1839-08-01T00:00:00Z,1,Thanjavur
17,H.C.MONTGOMERY ,1839-08-01T00:00:00Z,1841-08-01T00:00:00Z,24,Thanjavur
18,S.SCOTT ,1841-08-01T00:00:00Z,1841-08-01T00:00:00Z,0,Thanjavur
19,J.F.BISHOP ,1842-01-01T00:00:00Z,1843-01-01T00:00:00Z,12,Thanjavur
20,S.SCOTT ,1843-01-01T00:00:00Z,1843-01-01T00:00:00Z,0,Thanjavur
21,J.F.BISHOP ,1843-02-01T00:00:00Z,1844-05-01T00:00:00Z,15,Thanjavur
22,J.J.COTTON ,1844-05-01T00:00:00Z,1844-09-01T00:00:00Z,4,Thanjavur
23,H.C.MONTGOMERY ,1844-09-01T00:00:00Z,1846-10-01T00:00:00Z,25,Thanjavur
24,J.J.COTTON ,1846-10-01T00:00:00Z,1847-02-01T00:00:00Z,4,Thanjavur
25,G.ELLIS ,1847-07-01T00:00:00Z,1847-08-01T00:00:00Z,1,Thanjavur
26,J.BIRD ,1847-11-01T00:00:00Z,1850-01-01T00:00:00Z,26,Thanjavur
27,I.W.GOODWYR ,1851-07-01T00:00:00Z,1852-05-01T00:00:00Z,10,Thanjavur
28,P.G.RANT ,1852-11-01T00:00:00Z,1852-12-01T00:00:00Z,1,Thanjavur
29,W.M.CADELL ,1853-03-01T00:00:00Z,1853-04-01T00:00:00Z,1,Thanjavur
30,HENRY FORBES ,1853-04-01T00:00:00Z,1856-05-01T00:00:00Z,37,Thanjavur
31,W.M.CADELL ,1856-05-01T00:00:00Z,1856-06-01T00:00:00Z,1,Thanjavur
32,J.W.CHERRY ,1856-06-01T00:00:00Z,1857-01-01T00:00:00Z,7,Thanjavur
33,H.D.PHILLIPS ,1857-01-01T00:00:00Z,1859-01-01T00:00:00Z,24,Thanjavur
34,G.A.BALLARD ,1859-02-01T05:53:20Z,1862-04-01T00:00:00Z,37,Thanjavur
35,G.L.MORRIS ,1862-04-01T00:00:00Z,1863-05-01T00:00:00Z,13,Thanjavur
36,G.BARBERY ,1866-05-01T00:00:00Z,1866-09-01T00:00:00Z,4,Thanjavur
37,W.T.HATHWAY ,1870-02-01T00:00:00Z,1870-05-01T05:21:10Z,3,Thanjavur
38,H.D.ARBUTH NOTT ,1873-04-01T00:00:00Z,1874-10-01T00:00:00Z,18,Thanjavur
39,H.S.THOMAS ,1874-10-01T00:00:00Z,1877-03-01T00:00:00Z,29,Thanjavur
40,F.R.H.SHARP ,1877-03-01T00:00:00Z,1877-06-01T00:00:00Z,3,Thanjavur
41,E.F.WEBSTER ,1878-04-01T00:00:00Z,1881-06-01T00:00:00Z,38,Thanjavur
42,C.S.CROB ,1881-06-01T00:00:00Z,1881-10-01T00:00:00Z,4,Thanjavur
43,F.E.GIBSON ,1881-10-01T00:00:00Z,1881-11-01T00:00:00Z,1,Thanjavur
44,D.BRICK ,1881-11-01T00:00:00Z,1882-03-01T00:00:00Z,4,Thanjavur
45,F.E.GIBSON ,1882-04-01T00:00:00Z,1882-06-01T00:00:00Z,2,Thanjavur
46,W.S.WHITESIDE ,1882-06-01T00:00:00Z,1882-08-01T00:00:00Z,2,Thanjavur
47,H.E.STOKES ,1882-08-01T00:00:00Z,1883-06-01T00:00:00Z,10,Thanjavur
48,J.B.PENNING ,1883-06-01T00:00:00Z,1886-08-01T00:00:00Z,38,Thanjavur
49,E.GIBSON ,1886-09-01T00:00:00Z,1889-09-01T00:00:00Z,36,Thanjavur
50,V.A.HAPPEL ,1889-09-01T00:00:00Z,1890-01-01T00:00:00Z,4,Thanjavur
51,E.GIBSON ,1890-01-01T00:00:00Z,1890-05-01T00:00:00Z,4,Thanjavur
52,D.MURDACK ,1890-05-01T00:00:00Z,1890-05-01T00:00:00Z,0,Thanjavur
53,J.THOMSON ,1890-05-01T00:00:00Z,1891-07-01T00:00:00Z,14,Thanjavur
54,R.N.CAMPBELE ,1891-07-01T00:00:00Z,1891-07-01T00:00:00Z,0,Thanjavur
55,L.M.WINTER ,1891-07-01T00:00:00Z,1893-08-01T00:00:00Z,25,Thanjavur
56,R.B.CLEGG ,1893-08-01T00:00:00Z,1893-08-01T00:00:00Z,0,Thanjavur
57,J.STROOCH ,1893-08-01T00:00:00Z,1893-10-01T00:00:00Z,2,Thanjavur
58,L.M.WINTER ,1893-10-01T00:00:00Z,1894-09-01T00:00:00Z,11,Thanjavur
59,J.THOMSON ,1894-09-01T00:00:00Z,1895-01-01T00:00:00Z,4,Thanjavur
60,ROBERT.B.CLEGG ,1895-01-01T00:00:00Z,1895-07-01T00:00:00Z,6,Thanjavur
61,E.C.ROUSON ,1895-07-01T00:00:00Z,1895-11-01T00:00:00Z,4,Thanjavur
62,G.STOKES ,1895-11-01T00:00:00Z,1896-05-01T00:00:00Z,6,Thanjavur
63,H.MOBERLY ,1896-05-01T00:00:00Z,1896-07-01T00:00:00Z,2,Thanjavur
64,G.STOKES ,1896-07-01T00:00:00Z,1896-10-01T00:00:00Z,3,Thanjavur
65,J.ANDREW ,1896-10-01T00:00:00Z,1897-06-01T00:00:00Z,8,Thanjavur
66,W.B.AGLING ,1897-06-01T00:00:00Z,1897-07-01T00:00:00Z,1,Thanjavur
67,J.ANDREW ,1897-07-01T00:00:00Z,1898-03-01T00:00:00Z,8,Thanjavur
68,W.B.AGLING ,1898-04-01T00:00:00Z,1898-06-01T00:00:00Z,2,Thanjavur
69,J.TWIGG ,1898-06-01T00:00:00Z,1900-04-01T00:00:00Z,22,Thanjavur
70,J.ANDREW ,1900-04-01T00:00:00Z,1902-06-01T00:00:00Z,26,Thanjavur
71,F.D.P.OLDFIELD ,1902-06-01T00:00:00Z,1902-12-01T00:00:00Z,6,Thanjavur
72,J.ANDREW ,1902-12-01T00:00:00Z,1903-02-01T00:00:00Z,2,Thanjavur
73,H.D.TAYLOR ,1903-02-01T00:00:00Z,1904-02-01T00:00:00Z,12,Thanjavur
74,R.F.GRIMBY ,1904-03-01T00:00:00Z,1905-02-01T00:00:00Z,11,Thanjavur
75,E.B.ELLWIN ,1905-02-01T00:00:00Z,1905-12-01T00:00:00Z,10,Thanjavur
76,LIONEL DAVIDSON ,1905-12-01T00:00:00Z,1906-11-01T00:00:00Z,11,Thanjavur
77,T.P.BEDFORD ,1906-11-01T05:30:00Z,1910-06-01T00:00:00Z,42,Thanjavur
78,R.F.AUSTIN ,1910-07-01T00:00:00Z,1911-06-01T00:00:00Z,11,Thanjavur
79,N.R.BRODIE ,1911-11-01T00:00:00Z,1912-03-01T00:00:00Z,4,Thanjavur
80,J.N.ROY ,1912-03-01T00:00:00Z,1912-06-01T00:00:00Z,3,Thanjavur
81,R.B.WOOD ,1912-06-01T00:00:00Z,1916-08-01T00:00:00Z,50,Thanjavur
82,J.R.HUGGINS ,1916-09-01T00:00:00Z,1920-04-01T00:00:00Z,43,Thanjavur
83,P.C.DUTT ,1920-04-01T00:00:00Z,1921-07-01T00:00:00Z,15,Thanjavur
84,C.E.JONES ,1921-07-01T00:00:00Z,1921-07-01T00:00:00Z,0,Thanjavur
85,G.GHARPURY ,1921-07-01T00:00:00Z,1923-04-01T00:00:00Z,21,Thanjavur
86,H.S.SHIELD ,1923-04-01T00:00:00Z,1924-03-01T00:00:00Z,11,Thanjavur
87,H.M.HOOD ,1924-03-01T00:00:00Z,1925-12-01T00:00:00Z,21,Thanjavur
88,H.S.SHIELD ,1925-12-01T00:00:00Z,1927-09-01T00:00:00Z,21,Thanjavur
89,S.V.RAMAMURTHY ,1927-09-01T00:00:00Z,1928-01-01T00:00:00Z,4,Thanjavur
90,HILTON BROWN(CHARLES) ,1928-01-01T00:00:00Z,1928-03-01T00:00:00Z,2,Thanjavur
91,J.GRAY ,1928-03-01T00:00:00Z,1929-01-01T00:00:00Z,10,Thanjavur
92,D.H.BOULTON ,1929-01-01T00:00:00Z,1929-07-01T00:00:00Z,6,Thanjavur
93,J.A.THRONE ,1929-07-01T00:00:00Z,1931-06-01T00:00:00Z,23,Thanjavur
94,W.SCOTT BROWN ,1931-06-01T00:00:00Z,1932-03-01T00:00:00Z,9,Thanjavur
95,HILTON BROWN ,1932-04-01T00:00:00Z,1933-06-01T00:00:00Z,14,Thanjavur
96,A.G.LEACH ,1933-06-01T00:00:00Z,1933-07-01T00:00:00Z,1,Thanjavur
97,M.V.VELLODI ,1933-07-01T00:00:00Z,1933-07-01T00:00:00Z,0,Thanjavur
98,E.R.WOOD ,1933-07-01T00:00:00Z,1935-04-01T00:00:00Z,21,Thanjavur
99,M.V.VELLODI ,1935-04-28T00:00:00Z,1936-06-01T00:00:00Z,13,Thanjavur
100,ZINDA SAHIB MOHAZIR ,1936-06-02T00:00:00Z,1936-08-08T00:00:00Z,2,Thanjavur
101,SUBBIAH NAIDHU ,1936-08-09T00:00:00Z,1937-01-03T00:00:00Z,4,Thanjavur
102,D.D.WARREN ,1937-01-04T00:00:00Z,1938-02-25T00:00:00Z,13,Thanjavur
103,H.R.UZIELLI ,1938-02-26T00:00:00Z,1938-04-01T00:00:00Z,1,Thanjavur
104,ZINDA SAHIB MOHAZIR ,1938-04-02T00:00:00Z,1938-08-29T00:00:00Z,4,Thanjavur
105,"DIWAN BAHADUR V.N.VISWANATHA RAO.,M.A.BL ",1938-08-30T00:00:00Z,1939-02-25T00:00:00Z,5,Thanjavur
106,"R.M.SUNDARAM,I.C.S ",1939-02-26T00:00:00Z,1939-10-07T00:00:00Z,7,Thanjavur
107,"C.K.VIJAYARAGAVAN,I.C.S ",1939-10-09T00:00:00Z,1942-04-22T00:00:00Z,30,Thanjavur
108,"S.VENKATESHWARAN,I.C.S ",1942-04-23T00:00:00Z,1942-08-10T00:00:00Z,3,Thanjavur
109,"M.S.SIVARAMAN,I.C.S ",1942-08-11T00:00:00Z,1943-02-15T00:00:00Z,6,Thanjavur
110,"J.W.PRITCHARD,I.C.S ",1943-02-16T00:00:00Z,1944-04-22T00:00:00Z,14,Thanjavur
111,SRI.RAO SAHIB R.D.PAUL ,1944-04-24T00:00:00Z,1944-07-31T00:00:00Z,3,Thanjavur
112,"KHAN BAHADUR MOHAMED ISMAIL SAHED BAHADUR,B.A., ",1944-08-01T00:00:00Z,1947-01-20T00:00:00Z,29,Thanjavur
113,"J.R.BETT,I.C.S ",1947-01-27T00:00:00Z,1947-03-02T00:00:00Z,1,Thanjavur
114,H.C.MC.LANGHLIN ,1947-03-03T00:00:00Z,1949-04-09T00:00:00Z,25,Thanjavur
115,"T.K.SANKARAVADIVELU,I.A.S ",1949-04-10T00:00:00Z,1951-06-14T00:00:00Z,26,Thanjavur
116,"SRI.T.K.PALANIAPPAN,I.A.S ",1951-06-15T00:00:00Z,1954-02-18T00:00:00Z,32,Thanjavur
117,"SRI.R.M.SUNDARAM,I.C.S ",1954-02-23T00:00:00Z,1954-12-19T00:00:00Z,9,Thanjavur
118,"SRI.C.A.RAMAKRISHNAN,I.C.S., ",1954-12-20T00:00:00Z,1955-10-17T00:00:00Z,9,Thanjavur
119,"SRI.N.KRISHNASAMI B.A.,B.L., ",1955-11-11T00:00:00Z,1956-02-26T00:00:00Z,3,Thanjavur
120,"SRI.N.KARTHIKEYAN,I.A.S ",1956-02-27T00:00:00Z,1958-03-02T00:00:00Z,24,Thanjavur
121,SRI.O.H.DIAS ,1958-03-03T00:00:00Z,1958-04-13T00:00:00Z,1,Thanjavur
122,"SRI.A.V.LOGANATHAN,I.A.S ",1958-04-14T00:00:00Z,1960-01-18T00:00:00Z,21,Thanjavur
123,"SRI.M.CHANDRASEKARAN,I.A.S., ",1960-01-19T00:00:00Z,1962-08-17T00:00:00Z,30,Thanjavur
124,"SRI.P.N.VEDANARAYANAN,I.A.S., ",1962-08-18T00:00:00Z,1966-03-03T00:00:00Z,42,Thanjavur
125,THIRU.C.G.RANGABASHYAM I.A.S ,1966-03-04T00:00:00Z,1969-04-01T00:00:00Z,36,Thanjavur
126,"THIRU.T.V.ANTONY,I.A.S., ",1969-04-02T00:00:00Z,1972-03-31T00:00:00Z,35,Thanjavur
127,"THIRU.K.A.NAMBIAR,I.A.S., ",1972-04-20T00:00:00Z,1974-04-17T00:00:00Z,23,Thanjavur
128,"THIRU.C.RAMDAS,I.A.S ",1974-04-18T00:00:00Z,1976-03-10T00:00:00Z,22,Thanjavur
129,"THIRU.S.A.SUBRAMANI,I.A.S ",1976-03-11T00:00:00Z,1978-04-26T00:00:00Z,25,Thanjavur
130,"THIRU.D.MURUGARAJ,I.A.S ",1978-04-27T00:00:00Z,1979-04-27T00:00:00Z,12,Thanjavur
131,THIRU T.GANGAPPA I.A.S. ,1979-05-02T00:00:00Z,1980-04-20T00:00:00Z,11,Thanjavur
132,D. SUNDARESAN I.A.S. ,1980-04-21T00:00:00Z,1981-10-26T00:00:00Z,18,Thanjavur
133,S. MEIKANDADEVAN I.A.S. ,1981-10-27T00:00:00Z,1983-07-24T00:00:00Z,20,Thanjavur
134,R. SATAPATHY I.A.S. ,1983-07-25T00:00:00Z,1984-04-19T00:00:00Z,8,Thanjavur
135,M. SONAIMUTHUKON (IN-CHARGE) ,1984-04-20T00:00:00Z,1984-04-29T00:00:00Z,0,Thanjavur
136,TMT. O.P. SOSAMMA I.A.S. ,1984-04-30T00:00:00Z,1984-11-17T00:00:00Z,6,Thanjavur
137,T.R. RAMASAMY I.A.S. ,1984-11-18T00:00:00Z,1986-05-18T00:00:00Z,18,Thanjavur
138,K.S. KRISHNASAMY (IN-CHARGE) ,1986-05-19T00:00:00Z,1986-06-17T00:00:00Z,0,Thanjavur
139,R. RAMASAMY I.A.S. ,1986-06-18T00:00:00Z,1986-11-05T00:00:00Z,4,Thanjavur
140,K.S. KRISHNASAMY (IN-CHARGE) ,1986-11-05T00:00:00Z,1986-11-27T00:00:00Z,0,Thanjavur
141,M. RAMU I.A.S. ,1986-11-28T00:00:00Z,1988-06-03T00:00:00Z,18,Thanjavur
142,S. MACHENDRANATHAN I.A.S. ,1988-06-03T00:00:00Z,1989-10-18T00:00:00Z,16,Thanjavur
143,T.R. RAMASAMY I.A.S. ,1989-10-18T00:00:00Z,1990-05-03T00:00:00Z,6,Thanjavur
144,S. THIAGARAJAN (IN-CHARGE) ,1990-05-04T00:00:00Z,1990-05-08T00:00:00Z,0,Thanjavur
145,VIVEK HARINARAYANAN I.A.S. ,1990-05-09T00:00:00Z,1991-07-21T00:00:00Z,14,Thanjavur
146,SHANMUGA RAJESWARAN I.A.S. ,1991-07-22T00:00:00Z,1993-10-28T00:00:00Z,27,Thanjavur
147,I. VENKATASALAM I.A.S. ,1993-10-29T00:00:00Z,1995-04-13T00:00:00Z,17,Thanjavur
148,D. JOTHI JEGARAJAN I.A.S. ,1995-04-14T00:00:00Z,1995-12-09T00:00:00Z,7,Thanjavur
149,V.K. JEYAKODI I.A.S. ,1995-12-10T00:00:00Z,1997-05-09T00:00:00Z,16,Thanjavur
150,T.N. RAMANATHAN I.A.S. ,1997-05-10T00:00:00Z,1999-02-04T00:00:00Z,20,Thanjavur
151,DR.M. RAJARAMAN I.A.S. ,1999-02-05T00:00:00Z,2001-06-05T00:00:00Z,28,Thanjavur
152,C. KOSALARAMAN I.A.S. ,2001-06-05T00:00:00Z,2004-06-01T00:00:00Z,35,Thanjavur
153,V. RAJARAMAN (IN-CHARGE) ,2004-06-02T00:00:00Z,2004-06-05T00:00:00Z,0,Thanjavur
154,THIRU DR.J.RADHAKRISHNANAN I.A.S. ,2004-06-06T00:00:00Z,2005-01-09T00:00:00Z,7,Thanjavur
155,THIRU M.VEERASHANMUHA MONI I.A.S. ,2005-01-10T00:00:00Z,2006-06-05T00:00:00Z,16,Thanjavur
156,P. MANICKARAJ (IN-CHARGE) ,2006-06-05T00:00:00Z,2006-06-06T00:00:00Z,0,Thanjavur
157,C.VIJAYARAJ KUMAR I.A.S. ,2006-06-07T00:00:00Z,2008-08-13T00:00:00Z,26,Thanjavur
158,M.S.SHANMUGAM I.A.S. ,2008-08-14T00:00:00Z,2011-06-09T00:00:00Z,33,Thanjavur
159,K.BASKARAN I.A.S. ,2011-06-10T00:00:00Z,2013-10-21T00:00:00Z,28,Thanjavur
160,DR.N.SUBBAIYAN I.A.S. ,2013-10-23T00:00:00Z,2016-07-30T00:00:00Z,33,Thanjavur
161,A. ANNADURAI I.A.S. ,2016-07-31T00:00:00Z,2019-11-17T00:00:00Z,39,Thanjavur
162, M. GOVINDA RAO I.A.S. ,2019-11-18T00:00:00Z,Till Date,,Thanjavur
1,M.Pallavi Baldev IAS ,2018-02-25T00:00:00Z,,,Theni
2,N.Venkatachalam IAS ,2016-06-04T00:00:00Z,2016-06-04T00:00:00Z,0,Theni
3,S.Nagarajan IAS ,2016-04-24T00:00:00Z,2016-05-31T00:00:00Z,1,Theni
4,N.Venkatachalam IAS ,2014-12-28T00:00:00Z,2016-04-23T00:00:00Z,15,Theni
5,Dr.K.S.Palanisamy IAS ,2011-06-06T00:00:00Z,2014-12-27T00:00:00Z,42,Theni
6,A.Karthik IAS ,2011-03-22T00:00:00Z,2011-05-14T00:00:00Z,1,Theni
7,Dr.P Muthuveerran IAS ,2008-11-10T00:00:00Z,2011-03-22T00:00:00Z,28,Theni
8,S J Chiru IAS ,2008-02-27T00:00:00Z,2008-11-10T00:00:00Z,8,Theni
9,Har Sahay Meena,2006-11-10T00:00:00Z,2008-02-27T00:00:00Z,15,Theni
10,Rajesh Lakhoni IAS ,2005-01-10T00:00:00Z,2006-11-10T00:00:00Z,22,Theni
11,Sunil Paliwal IAS ,2004-06-06T00:00:00Z,2005-01-08T00:00:00Z,7,Theni
12,Atul Anand IAS ,2001-06-11T00:00:00Z,2004-06-06T00:00:00Z,35,Theni
13,Pradeep Yadav IAS ,2001-01-19T00:00:00Z,2001-06-08T00:00:00Z,4,Theni
14,P M Basheer Ahamed IAS ,1998-04-24T00:00:00Z,2001-01-19T00:00:00Z,32,Theni
15,Dr Korlapati Satya Gopal IAS ,1997-01-01T00:00:00Z,1998-04-22T00:00:00Z,15,Theni
25,SANDEEP NANDURI IAS ,2018-05-24T00:00:00Z,Till Date,,Thoothukudi
24,N.Venkatesh IAS ,2017-06-05T00:00:00Z,2018-05-23T00:00:00Z,11,Thoothukudi
23,M.Ravi Kumar IAS ,2013-08-08T00:00:00Z,2017-06-02T00:00:00Z,45,Thoothukudi
22,Ashish Kumar IAS ,2011-07-28T00:00:00Z,2013-08-07T00:00:00Z,24,Thoothukudi
21,Dr. R. Selvaraj IAS ,2011-06-08T00:00:00Z,2011-07-28T00:00:00Z,1,Thoothukudi
20,Dr. C.N. Maheswaran IAS ,2010-10-07T00:00:00Z,2011-06-08T00:00:00Z,8,Thoothukudi
19,G.Prakash IAS ,2009-02-23T00:00:00Z,2010-09-28T00:00:00Z,19,Thoothukudi
18,Dr. R.Palaniyandi IAS ,2006-05-24T00:00:00Z,2009-02-22T00:00:00Z,32,Thoothukudi
17,V.Chandrasekaran IAS ,2004-06-02T00:00:00Z,2006-05-24T00:00:00Z,23,Thoothukudi
16,K.Rajaraman IAS ,2003-03-05T00:00:00Z,2004-06-02T00:00:00Z,14,Thoothukudi
15,R.Thiagarajan IAS ,2002-03-25T00:00:00Z,2003-03-05T00:00:00Z,11,Thoothukudi
14,Kumar Jayant IAS ,2001-06-11T00:00:00Z,2002-03-25T00:00:00Z,9,Thoothukudi
13,M.Malik Feroze Khan IAS ,1998-05-13T00:00:00Z,2001-06-11T00:00:00Z,36,Thoothukudi
12,V.Murthy IAS ,1997-12-08T00:00:00Z,1998-05-10T00:00:00Z,5,Thoothukudi
11,C.Muthukumaraswami IAS ,1997-03-05T00:00:00Z,1997-12-07T00:00:00Z,9,Thoothukudi
10,Swaran Singh IAS ,1996-05-06T00:00:00Z,1997-03-04T00:00:00Z,9,Thoothukudi
9,D.Jothi Jegarajan IAS ,1995-12-11T00:00:00Z,1996-05-06T00:00:00Z,4,Thoothukudi
8,R.Rajagopal IAS ,1995-10-30T00:00:00Z,1995-12-11T00:00:00Z,1,Thoothukudi
7,A.Panneer Selvam IAS ,1995-04-17T00:00:00Z,1995-10-26T00:00:00Z,6,Thoothukudi
6,Hemant Kumar Sinha IAS ,1992-12-21T00:00:00Z,1995-04-16T00:00:00Z,27,Thoothukudi
5,K.M.Subramanian IAS ,1992-03-16T00:00:00Z,1992-12-20T00:00:00Z,9,Thoothukudi
4,S.Anser Ali IAS ,1990-11-29T00:00:00Z,1992-03-15T00:00:00Z,15,Thoothukudi
3,P.Sivakami IAS ,1990-05-21T00:00:00Z,1990-11-28T00:00:00Z,6,Thoothukudi
2,M.Kanagasabapathy IAS ,1989-02-24T00:00:00Z,1990-05-20T00:00:00Z,14,Thoothukudi
1,R.Arumugam IAS ,1986-10-20T00:00:00Z,1989-02-23T00:00:00Z,28,Thoothukudi
215,"Tmt. SHILPA PRABHAKAR SATISH, I.A.S. ",2018-05-25T05:30:00Z,,,Tirunelveli
214,"THIRU.SANDEEP NANDURI, I.A.S ",2017-06-05T05:30:00Z,2018-05-24T05:30:00Z,11,Tirunelveli
213,"THIRU.B.MUTHURAMALINGAM,M.COM., I/C ",2017-05-31T16:30:00Z,2017-06-04T05:30:00Z,0,Tirunelveli
212,"Dr.M.KARUNAGARAN, I.A.S. ",2016-05-25T11:00:00Z,2017-05-31T11:00:00Z,12,Tirunelveli
211,"THIRU. C. SAMAYAMOORTHY, I.A.S. ",2016-05-01T05:30:00Z,2016-05-24T05:30:00Z,0,Tirunelveli
210,"Dr.M.KARUNAGARAN, I.A.S. ",2013-10-23T05:30:00Z,2016-04-30T05:30:00Z,30,Tirunelveli
209,"THIRU. C. SAMAYAMOORTHY, I.A.S. ",2012-12-16T05:30:00Z,2013-10-23T05:30:00Z,10,Tirunelveli
208,"DR. R. SELVARAJ, I.A.S. ",2011-07-29T05:30:00Z,2012-12-16T05:30:00Z,16,Tirunelveli
207,"TMT. P. RAMANA SARASWATHI, B.TEC., I/C ",2011-07-28T05:30:00Z,2011-07-29T05:30:00Z,0,Tirunelveli
206,"THIRU. S. NATARAJAN, I.A.S. ",2011-06-06T05:30:00Z,2011-07-28T05:30:00Z,1,Tirunelveli
205,"TMT. P. RAMANA SARASWATHI, B.TEC., I/C ",2011-06-05T11:00:00Z,2011-06-06T05:30:00Z,0,Tirunelveli
204,"M. JAYARAMAN, I.A.S. ",2009-06-03T05:30:00Z,2011-06-05T05:30:00Z,24,Tirunelveli
203,"DR. R. PALANIYANDI, I.A.S. ",2009-02-23T05:30:00Z,2009-06-02T05:30:00Z,3,Tirunelveli
202,"G. PRAKASH, I.A.S. ",2008-08-13T05:30:00Z,2009-02-23T05:30:00Z,6,Tirunelveli
201,"G. SRINIVASAN, M.A., A/C ",2008-06-12T05:30:00Z,2008-08-12T05:30:00Z,2,Tirunelveli
200,"G. PRAKASH, I.A.S. ",2006-05-26T05:30:00Z,2008-06-12T05:30:00Z,24,Tirunelveli
199,"ATUL ANAND, I.A.S. ",2004-06-06T05:30:00Z,2006-05-26T05:30:00Z,23,Tirunelveli
198,"R. THAMBITHURAI, B.A., I/C ",2004-06-05T05:30:00Z,2004-06-06T05:30:00Z,0,Tirunelveli
197,"SUNIL PALIWAL, I.A.S. ",2001-06-11T05:30:00Z,2004-06-05T05:30:00Z,35,Tirunelveli
196,"K. DHANAVEL, I.A.S. ",1998-04-22T05:30:00Z,2001-06-10T05:30:00Z,37,Tirunelveli
9,Thiru Dr. K. Vijayakarthikeyan I.A.S ,2019-09-25T00:00:00Z,Present Collector,,Tiruppur
8,Thiru Dr. K.S.Palanisamy IAS ,2017-06-08T00:00:00Z,2019-09-24T00:00:00Z,27,Tiruppur
7,"Thiru S. Prasanna Ramasamy, District Revenue Officer ",2017-06-05T00:00:00Z,2017-06-07T00:00:00Z,0,Tiruppur
6,"Tmt. S. Jayandhi, I.A.S ",2016-01-22T00:00:00Z,2017-06-04T00:00:00Z,16,Tiruppur
5,G. Govindaraj I.A.S. ,2012-10-06T00:00:00Z,2016-01-21T00:00:00Z,39,Tiruppur
4,"Tmt. R.Gajalakshmi, District Revenue Officer ",2012-10-01T00:00:00Z,2012-10-05T00:00:00Z,0,Tiruppur
3,M. Mathivanan I.A.S. ,2011-06-03T00:00:00Z,2012-09-30T00:00:00Z,15,Tiruppur
2,"Tmt. R.Gajalakshmi, District Revenue Officer ",2011-06-02T00:00:00Z,2011-06-02T00:00:00Z,0,Tiruppur
1,C. Samayamoorthy I.A.S. ,2009-02-22T00:00:00Z,2011-06-01T00:00:00Z,27,Tiruppur
